term,label,definition,exact_synonym
http://purl.obolibrary.org/obo/XPO_0100630,abnormal neurocoel,Abnormality of neurocoel.,abnormality of neurocoel
http://purl.obolibrary.org/obo/XPO_0101195,abnormal femur rudiment,Abnormality of femur rudiment.,abnormality of femur rudiment
http://purl.obolibrary.org/obo/XPO_0101283,abnormal left-ventral blastomere,Abnormality of left-ventral blastomere.,abnormality of left-ventral blastomere
http://purl.obolibrary.org/obo/XPO_0101371,abnormal facial vein,Abnormality of facial vein.,abnormality of facial vein
http://purl.obolibrary.org/obo/XPO_0100329,abnormal retinal blood vessel,Abnormality of retinal blood vessel.,abnormality of retinal blood vessel
http://purl.obolibrary.org/obo/XPO_0100417,abnormal dense regular connective tissue,Abnormality of dense regular connective tissue.,abnormality of dense regular connective tissue
http://purl.obolibrary.org/obo/XPO_0115815,abnormal duplication of hindlimb bud ,Any abnormal duplication of the hindlimb bud.,abnormally duplicated hindlimb bud
http://purl.obolibrary.org/obo/XPO_0115815,abnormal duplication of hindlimb bud ,Any abnormal duplication of the hindlimb bud.,abnormal duplication of hindlimb bud
http://purl.obolibrary.org/obo/XPO_0101158,abnormal blastomere V2.2.2,Abnormality of blastomere V2.2.2.,abnormality of blastomere V2.2.2
http://purl.obolibrary.org/obo/XPO_0101246,abnormal Rohon-Beard neuron,Abnormality of Rohon-Beard neuron.,abnormality of Rohon-Beard neuron
http://purl.obolibrary.org/obo/XPO_0101334,abnormal olfactory pit,Abnormality of olfactory pit.,abnormality of olfactory pit
http://purl.obolibrary.org/obo/XPO_0101422,abnormal myotome of tail somite 15,Abnormality of myotome of tail somite 15.,abnormality of myotome of tail somite 15
http://purl.obolibrary.org/obo/XPO_0101510,abnormal optic nerve,Abnormality of optic nerve.,abnormality of optic nerve
http://purl.obolibrary.org/obo/XPO_0102075,abnormal morphology of trunk somite 2 ,Any structural anomaly of the trunk somite 2.,abnormal shape of trunk somite 2
http://purl.obolibrary.org/obo/XPO_0102163,abnormal morphology of proliferative region ,Any structural anomaly of the proliferative region.,abnormal shape of proliferative region
http://purl.obolibrary.org/obo/XPO_0102251,abnormal morphology of interrenal vein ,Any structural anomaly of the interrenal vein.,abnormal shape of interrenal vein
http://purl.obolibrary.org/obo/XPO_0101209,abnormal pre-enameloid,Abnormality of pre-enameloid.,abnormality of pre-enameloid
http://purl.obolibrary.org/obo/XPO_0103080,abnormal morphology of myelin accumulating cell ,Any structural anomaly of the myelin accumulating cell.,abnormal shape of myelin accumulating cell
http://purl.obolibrary.org/obo/XPO_0102038,abnormal morphology of tail somite ,Any structural anomaly of the tail somite.,abnormal shape of tail somite
http://purl.obolibrary.org/obo/XPO_0102126,abnormal morphology of liver diverticulum ,Any structural anomaly of the liver diverticulum.,abnormal shape of liver diverticulum
http://purl.obolibrary.org/obo/XPO_0102214,abnormal morphology of forelimb digit ,Any structural anomaly of the forelimb digit.,abnormal shape of forelimb digit
http://purl.obolibrary.org/obo/XPO_0102302,abnormal morphology of forelimb zeugopod ,Any structural anomaly of the forelimb zeugopod.,abnormal shape of forelimb zeugopod
http://purl.obolibrary.org/obo/XPO_0103043,abnormal morphology of marginal zone (sensu neural) ,Any structural anomaly of the marginal zone (sensu neural).,abnormal shape of marginal zone (sensu neural)
http://purl.obolibrary.org/obo/XPO_0103131,abnormal morphology of anterior-proximal mesenchyme ,Any structural anomaly of the anterior-proximal mesenchyme.,abnormal shape of anterior-proximal mesenchyme
http://purl.obolibrary.org/obo/XPO_0103006,abnormal morphology of migratory neural crest cell ,Any structural anomaly of the migratory neural crest cell.,abnormal shape of migratory neural crest cell
http://purl.obolibrary.org/obo/XPO_0107298,abnormal superficial layer of neurectoderm,Abnormality of superficial layer of neurectoderm.,abnormality of superficial layer of neurectoderm
http://purl.obolibrary.org/obo/XPO_0107386,abnormal morphology of posterior neural fold ,Any structural anomaly of the posterior neural fold.,abnormal shape of posterior neural fold
http://purl.obolibrary.org/obo/XPO_0107349,abnormal morphology of left-right axis ,Any structural anomaly of the left-right axis.,abnormal shape of left-right axis
http://purl.obolibrary.org/obo/XPO_0101799,abnormal morphology of nerve ,Any structural anomaly of the nerve.,abnormal shape of nerve
http://purl.obolibrary.org/obo/XPO_0101887,abnormal morphology of pelvic appendage ,Any structural anomaly of the pelvic appendage.,abnormal shape of pelvic appendage
http://purl.obolibrary.org/obo/XPO_0101975,abnormal morphology of lateral plate mesoderm ,Any structural anomaly of the lateral plate mesoderm.,abnormal shape of lateral plate mesoderm
http://purl.obolibrary.org/obo/XPO_0102892,abnormal morphology of central canal ,Any structural anomaly of the central canal.,abnormal shape of central canal
http://purl.obolibrary.org/obo/XPO_0102980,abnormal morphology of perichordal tissue ,Any structural anomaly of the perichordal tissue.,abnormal shape of perichordal tissue
http://purl.obolibrary.org/obo/XPO_0100083,abnormal rhombomere,Abnormality of rhombomere.,abnormality of rhombomere
http://purl.obolibrary.org/obo/XPO_0100171,abnormal neural stem cell,Abnormality of neural stem cell.,abnormality of neural stem cell
http://purl.obolibrary.org/obo/XPO_0101938,abnormal morphology of tail fin ,Any structural anomaly of the tail fin.,abnormal shape of tail fin
http://purl.obolibrary.org/obo/XPO_0102679,abnormal morphology of visceral pouch 1 ,Any structural anomaly of the visceral pouch 1.,abnormal shape of visceral pouch 1
http://purl.obolibrary.org/obo/XPO_0102855,abnormal morphology of Mauthner cell ,Any structural anomaly of the Mauthner cell.,abnormal shape of Mauthner cell
http://purl.obolibrary.org/obo/XPO_0102943,abnormal morphology of bottle cell ,Any structural anomaly of the bottle cell.,abnormal shape of bottle cell
http://purl.obolibrary.org/obo/XPO_0100046,abnormal trunk somite,Abnormality of trunk somite.,abnormality of trunk somite
http://purl.obolibrary.org/obo/XPO_0100134,abnormal neural plate,Abnormality of neural plate.,abnormality of neural plate
http://purl.obolibrary.org/obo/XPO_0100222,abnormal bone element,Abnormality of bone element.,abnormality of bone element
http://purl.obolibrary.org/obo/XPO_0103596,Decreased number of tibia-fibula,The presence of a reduced number of tibia-fibula.,Reduced number of tibia-fibula
http://purl.obolibrary.org/obo/XPO_0103684,Absent digit-joint region in the hindlimb digit 2,Absence of the digit-joint region in the hindlimb digit 2.,Missing digit-joint region in the hindlimb digit 2
http://purl.obolibrary.org/obo/XPO_0101051,abnormal intersomitic vein,Abnormality of intersomitic vein.,abnormality of intersomitic vein
http://purl.obolibrary.org/obo/XPO_0102818,abnormal morphology of optic chiasm ,Any structural anomaly of the optic chiasm.,abnormal shape of optic chiasm
http://purl.obolibrary.org/obo/XPO_0102906,abnormal morphology of notoplate ,Any structural anomaly of the notoplate.,abnormal shape of notoplate
http://purl.obolibrary.org/obo/XPO_0100009,abnormal multi-tissue structure,Abnormality of multi-tissue structure.,abnormality of multi-tissue structure
http://purl.obolibrary.org/obo/XPO_0103647,Decreased number of trabecula in the heart,The presence of a reduced number of trabecula in the heart.,Reduced number of trabecula in the heart
http://purl.obolibrary.org/obo/XPO_0103735,increased size of the mouth,An increase in the size of the mouth.,enlarged mouth
http://purl.obolibrary.org/obo/XPO_0103823,decreased length of forelimb digit 4 in regenerating forelimb,Decreased length or shortening of the forelimb digit 4 in the regenerating forelimb.,short forelimb digit 4 in regenerating forelimb
http://purl.obolibrary.org/obo/XPO_0103911,increased thickness of the blastocoel roof,An increase in the thickness of the blastocoel roof.,thickened blastocoel roof
http://purl.obolibrary.org/obo/XPO_0101014,abnormal goblet cell,Abnormality of goblet cell.,abnormality of goblet cell
http://purl.obolibrary.org/obo/XPO_0101102,abnormal craniofacial region,Abnormality of craniofacial region.,abnormality of craniofacial region
http://purl.obolibrary.org/obo/XPO_0100599,abnormal adult immune system,Abnormality of adult immune system.,abnormality of adult immune system
http://purl.obolibrary.org/obo/XPO_0100687,abnormal periotic region,Abnormality of periotic region.,abnormality of periotic region
http://purl.obolibrary.org/obo/XPO_0100775,abnormal rectal diverticulum,Abnormality of rectal diverticulum.,abnormality of rectal diverticulum
http://purl.obolibrary.org/obo/XPO_0100863,abnormal spinal neuron,Abnormality of spinal neuron.,abnormality of spinal neuron
http://purl.obolibrary.org/obo/XPO_0100951,abnormal adenohypophysis,Abnormality of adenohypophysis.,abnormality of adenohypophysis
http://purl.obolibrary.org/obo/XPO_0107330,abnormal right forelimb,Abnormality of right forelimb.,abnormality of right forelimb
http://purl.obolibrary.org/obo/XPO_0101692,abnormal morphology of regenerating tissue ,Any structural anomaly of the regenerating tissue.,abnormal shape of regenerating tissue
http://purl.obolibrary.org/obo/XPO_0101780,abnormal morphology of arteria mesenterica posterior ,Any structural anomaly of the arteria mesenterica posterior.,abnormal shape of arteria mesenterica posterior
http://purl.obolibrary.org/obo/XPO_0100738,abnormal trunk somite 5,Abnormality of trunk somite 5.,abnormality of trunk somite 5
http://purl.obolibrary.org/obo/XPO_0100826,abnormal m. rectus inferior primordium,Abnormality of m. rectus inferior primordium.,abnormality of m. rectus inferior primordium
http://purl.obolibrary.org/obo/XPO_0100914,abnormal pars intermedia,Abnormality of pars intermedia.,abnormality of pars intermedia
http://purl.obolibrary.org/obo/XPO_0101479,abnormal urostyle,Abnormality of urostyle.,abnormality of urostyle
http://purl.obolibrary.org/obo/XPO_0101567,abnormal tongue,Abnormality of tongue.,abnormality of tongue
http://purl.obolibrary.org/obo/XPO_0101655,abnormal morphology of mesenchyme ,Any structural anomaly of the mesenchyme.,abnormal shape of mesenchyme
http://purl.obolibrary.org/obo/XPO_0101743,abnormal morphology of cranial nerve ,Any structural anomaly of the cranial nerve.,abnormal shape of cranial nerve
http://purl.obolibrary.org/obo/XPO_0101831,abnormal morphology of cranial muscle primordium ,Any structural anomaly of the cranial muscle primordium.,abnormal shape of cranial muscle primordium
http://purl.obolibrary.org/obo/XPO_0102396,abnormal morphology of paraxial mesoderm ,Any structural anomaly of the paraxial mesoderm.,abnormal shape of paraxial mesoderm
http://purl.obolibrary.org/obo/XPO_0102484,abnormal morphology of interdigital region ,Any structural anomaly of the interdigital region.,abnormal shape of interdigital region
http://purl.obolibrary.org/obo/XPO_0102572,abnormal morphology of hatching gland primordium ,Any structural anomaly of the hatching gland primordium.,abnormal shape of hatching gland primordium
http://purl.obolibrary.org/obo/XPO_0102660,abnormal morphology of sacculus ,Any structural anomaly of the sacculus.,abnormal shape of sacculus
http://purl.obolibrary.org/obo/XPO_0102359,abnormal morphology of odontogenic papilla ,Any structural anomaly of the odontogenic papilla.,abnormal shape of odontogenic papilla
http://purl.obolibrary.org/obo/XPO_0102447,abnormal morphology of presumptive paraxial mesoderm ,Any structural anomaly of the presumptive paraxial mesoderm.,abnormal shape of presumptive paraxial mesoderm
http://purl.obolibrary.org/obo/XPO_0102535,abnormal morphology of dorsal pancreatic bud ,Any structural anomaly of the dorsal pancreatic bud.,abnormal shape of dorsal pancreatic bud
http://purl.obolibrary.org/obo/XPO_0102623,abnormal morphology of iliac process primordium ,Any structural anomaly of the iliac process primordium.,abnormal shape of iliac process primordium
http://purl.obolibrary.org/obo/XPO_0102711,abnormal morphology of blastomere D1.1.2 ,Any structural anomaly of the blastomere D1.1.2.,abnormal shape of blastomere D1.1.2
http://purl.obolibrary.org/obo/XPO_0103188,abnormal morphology of post-anal gut ,Any structural anomaly of the post-anal gut.,abnormal shape of post-anal gut
http://purl.obolibrary.org/obo/XPO_0103276,absent femur,Absence of femur.,missing femur
http://purl.obolibrary.org/obo/XPO_0103364,decreased size of the stomach,An abnormal reduction in the size of the stomach.,abnormally small stomach
http://purl.obolibrary.org/obo/XPO_0103452,abnormal incomplete closing of the neural fold,Abnormally incompletely closed neural fold.,abnormally incompletely closed neural fold
http://purl.obolibrary.org/obo/XPO_0103327,decreased size of the ceratobranchial I,An abnormal reduction in the size of the ceratobranchial I.,abnormally small ceratobranchial I
http://purl.obolibrary.org/obo/XPO_0103415,decreased size of the barbel,An abnormal reduction in the size of the barbel.,abnormally small barbel
http://purl.obolibrary.org/obo/XPO_0100492,abnormal gall bladder primordium,Abnormality of gall bladder primordium.,abnormality of gall bladder primordium
